LAKENAME,Survey Number,SITE_ID,Year,Month,Day,LAT_DD,LON_DD,WSAREA_km2,lake_AREA_HA,NTL,PTL,SNOW,SNOW_YrMean,FIRE,FIRE_YrMean,LST,LST_YrMean,NPP,NPP_YrMean,Precip,Precip_YrMean,Tmean,Tmean_YrMean,Atmo_Pdep_2002,Atmo_Pdep_2007,Tot_Ndep_2000,Tot_Ndep_2007,Tot_Sdep_2000,Tot_Sdep_2007,N_CBNF_2007,N_Crop_N_Rem_2007,N_Fert_Farm_2007,N_Fert_Urban_2007,Human_N_Demand_2007,N_Human_Waste_2007,N_Livestock_Food_Demand_2007,N_Livestock.Waste_2007,N_Livestock_N_Content_2007,N_Rock_2007,nani,P_Crop_removal_2007,P_f_fertilizer_2007,P_livestock_demand_2007,P_livestock_Waste_2007,P_livestock_production_2007,P_nf_fertilizer_2007,P_human_food_demand_kg_2007,P_human_nonfood_demand_kg_2007,P_human_waste_kg_2007,P_Accumulated_ag_inputs_2007,NAPI,Total Input,Legacy,DamDensWs,PctWdWet2011Ws,PctHbWet2011Ws,wetlands,RunoffWs,ClayWs,SandWs,OmWs,BFIWs,AgKffactWs,P2O5Ws,Depth,logchl_A
Wagon Train Lake,1,NLA06608-R7106,2007,9,20,40.63049,-96.58385,39.93985,85.4628,3.107888025,2.503790683,0,1.024038664,0.041392685,0.041524256,1.461099014,1.293373163,0.376921701,0.267071594,2.02798122,1.935683568,1.306585848,1.088542186,0.897078104,0.969846266,1.105880284,1.19618282,0.721162481,0.797482834,1.789537125,1.994629112,1.815474429,0.117950052,0.276991839,0.222785423,1.166414511,1.055856525,0.633161089,0.384969648,1.599750945,1.150975452,0.862991227,0.775151641,0.620285121,0.445179018,0.0218149,0.038211056,0.030134923,0.058913657,2.770262927,0,3.048428097,0,0.04126467,0.111111805,0.01058392,0.119328977,2.128190679,1.584943326,1.107893597,0.290296096,1.516414193,0.084604695,0.078761232,0.544068044,1.500648063
George Wyth Lake,1,NLA06608-R715,2007,8,30,42.53594,-92.4014,0.5587511,17.86063,3.081347308,1.740362689,0,1.284238248,0.041392685,0.041392685,1.444216917,1.185190441,0.345288824,0.266686245,2.348363284,1.881289512,1.378851946,0.987908232,0.908120273,0.944875334,1.160330147,1.154880245,0.970020382,0.846072867,0,0,0,1.02100135,1.500983031,1.381230673,0,0,0,0.601114535,1.617290356,0,0,0,0,0,0.570681656,0.619726545,0.540766219,0.778252736,0,2.820252655,2.024774194,4.532921085,0,0,0.060864191,0.060864191,2.434568904,1.216723312,1.739062889,0.391745669,1.647273223,0.064033745,0.021189299,0.633468456,1.852906759
Green Belt Lake,1,NLA06608-R716,2007,8,31,42.47923,-92.38859,0.09230865,7.408552,2.736396502,1.380211242,0,1.284238248,0.041392685,0.041392685,1.444216917,1.185190441,0.345288824,0.266686245,2.349141486,1.87247194,1.376485709,0.982233547,0.908120273,0.944875334,1.178760034,1.173773189,0.974945172,0.851883283,0,0,0,1.241095943,1.733072773,1.611456682,0,0,0,0.901134832,1.857419419,0,0,0,0,0,0.756343717,0.811277222,0.722451286,0.984512627,0,3.365692093,2.442284078,5.64023723,0,1.180678919,0,1.180678919,2.434568904,1.23578087,1.672140378,0.525044807,1.643452676,0,0.056039973,0.740362689,1.204391332
Cowley County State Lake,1,NLA06608-R723,2007,8,23,37.09209,-96.79891,17.2308,28.55814,2.580924976,1.322219295,0,0.714587158,0.041392685,0.041392685,1.524534114,1.36625126,-0.024622475,0.191419657,2.021437396,2.049056295,1.457276186,1.173404818,0.975133445,1.063445953,1.047515124,1.093679033,0.743029345,0.793598331,0.199294326,0.399216304,0.533222901,0.070289453,0.22196911,0.176415336,0.489021868,0.421612882,0.159353143,0.422884776,0.697066022,0.090747621,0.157214221,0.247135069,0.170563758,0.109091562,0.009988936,0.028597627,0.022500822,0.044352042,1.809737946,0.755420119,1.41670254,4.229891293,0.024357205,0.222650713,0,0.222650713,1.662757832,1.595858999,0.996242333,0.474636223,1.277629501,0.002686818,0.128722284,0.716003344,1.172310969
Harveyville Lake,1,NLA06608-R728,2007,8,15,38.79133,-95.97943,1.412167,10.94026,2.523746467,1.301029996,0,0.486703722,0.041392685,0.06579748,1.519135326,1.326271327,-0.131832431,0.215822767,1.928933266,1.95491553,1.45591024,1.131364557,0.975133445,1.063445953,1.031639246,1.087641598,0.68447345,0.773247337,1.326857152,1.584389478,1.594416761,0,0,0,1.265003212,1.166876979,0.674195823,0.526545798,1.554939147,0.791480453,0.704854,0.870593852,0.703102043,0.528331488,0,0,0,0,2.641761837,1.795750514,2.90617338,5.172806113,0.232644667,0.160296992,0,0.160296992,2.376576957,1.609274172,0.953016558,0.361727836,1.322219295,0.057664649,0.087687456,0.826074803,1.347915187
Lake Kahola,1,NLA06608-R730,2007,7,3,38.52223,-96.42668,41.14277,148.3389,2.710963119,1.579783597,0,0.508229177,0.041392685,0.074450719,1.514584407,1.362804495,0.313771707,0.170642788,1.706632451,1.857947793,1.419707981,1.138105247,0.975133445,1.063445953,1.003880363,1.016628589,0.655016777,0.699475576,0.246566995,0.381583488,0.266412049,0.024464339,0.073208305,0.056111593,0.228183594,0.178489621,0.072929331,0.404605769,0.291279036,0.077483667,0.049498392,0.097318351,0.063415974,0.038999748,0.003158402,0.008141221,0.006373327,0.012791637,1.299741531,0.12331703,1.069420991,3.017125283,0.020598299,0.059353182,0.007528424,0.065927177,2.286700714,1.660991831,1.045842493,0.46481709,1.393590832,0.003742317,0.128722284,0.954242509,1.238547888
Melvern Lake,1,NLA06608-R736,2007,7,12,38.49415,-95.81577,866.5912,2837.654,2.591064607,1.431363764,0,0.657372084,0.041392685,0.084640113,1.513406331,1.33360323,0.324967318,0.173109225,2.03549938,1.948309124,1.416438955,1.140093034,0.975133445,1.063445953,1.023609587,1.081929218,0.674467067,0.76382175,0.956623927,1.201000154,1.207051581,0.043843523,0.155315039,0.121542246,0.899581731,0.8091901,0.396395157,0.385012442,1.183360378,0.486318489,0.416915223,0.551240129,0.416962425,0.289219811,0.009766303,0.018832289,0.014781936,0.02938652,2.244477894,1.054482789,2.152787104,4.398515703,0.0205022,0.226229529,0.067487451,0.267566776,2.375889949,1.606659727,0.976330736,0.341733575,1.293362342,0.036692089,0.110232444,1.303196057,1.080626487
Pottawatomie County State Lake,1,NLA06608-R750,2007,7,18,39.46916,-96.41003,3.207119,6.686319,2.992995098,1.908485019,0,0.561229744,0.041392685,0.041392685,1.542060445,1.328383681,0.248378787,0.216796874,1.804888745,1.927780849,1.409764104,1.099004162,0.924892036,0.995325375,1.020636649,1.057005794,0.662619024,0.732221375,0.769520071,0.996516293,0.995232055,0.076913962,0.09232512,0.071119232,0.67697586,0.592861944,0.26408884,0.492266948,0.965289991,0.352122826,0.277420913,0.378583397,0.274640344,0.178669446,0.007085468,0.010560542,0.008272265,0.016566795,2.025000824,0.557534373,1.750776556,4.747691535,0,0.107461366,0,0.107461366,2.360986115,1.60387761,1.078544436,0.489478408,1.342422681,0.009378833,0.122917511,0.633468456,1.566555331
Wilson Lake,1,NLA06608-R759,2007,7,26,38.94854,-98.56872,4982.144,3391.564,2.786751422,1.255272505,0,0.96547546,0.041392685,0.041392685,1.572195946,1.351803841,0.235109075,0.213287055,2.004645039,1.80118287,1.425564542,1.103968858,0.88267916,0.97790035,0.943778594,1.025088377,0.513896487,0.517565353,0.626467186,1.364243288,1.356057058,0.012405762,0.035923906,0.027258429,0.976290146,0.862673049,0.50237383,0.351292238,1.008752577,0.702877196,0.651153251,0.611577184,0.467148262,0.333795722,0.002421089,0.003929936,0.003073304,0.006191896,2.372144097,1.130521623,2.557990988,4.215690277,0.008554754,0.282702313,0.005587474,0.285625439,1.279599186,1.415602837,1.156483942,0.216160767,1.377352215,0.053469849,0.071690817,1.342422681,0.761927838
Murray Gill Lake,1,NLA06608-R764,2007,8,24,37.23237,-96.19559,68.88095,173.972,2.545307116,1.176091259,0,0.904228354,0.041392685,0.041392685,1.533385621,1.36107061,-0.067374462,0.196547153,1.764947833,2.090709752,1.461848493,1.173910266,0.975133445,1.063445953,1.041169242,1.103135008,0.723272967,0.82533451,0.390823123,0.76196608,0.796295356,0.035240386,0.158745711,0.124329688,0.953479214,0.858313488,0.442152602,0.411897719,0.985813112,0.243912509,0.164448081,0.592894765,0.451157176,0.320264118,0.009898013,0.019343273,0.015184932,0.030174097,2.192754335,1.268367844,1.91196049,4.914274705,0.006269545,0.081624901,0.007326424,0.087704739,2.423281561,1.547043916,1.206283877,0.368685343,1.230417159,0.019920999,0.071447281,0.716003344,0.953276337
Lake Northwood,1,NLA06608-R772,2007,9,7,38.42891,-91.48099,4.159973,31.92791,2.546542663,1.230448921,0,0.804859954,0.041392685,0.041392685,1.469300107,1.285347537,0.389305568,0.327559992,2.051866109,1.890071542,1.344686944,1.138710585,0.96161328,1.030147383,1.127022793,1.029746161,0.995690158,0.92333947,0.474791317,0.923381151,0.902767785,0.034696512,0.098562519,0.07604642,1.015536297,0.932123524,0.448878371,0.437902599,1.021592047,0.338424208,0.361777268,0.66629874,0.522730057,0.362758844,0.005288959,0.011361213,0.008901219,0.017813596,2.291592083,1.651708525,2.240267434,5.524477287,0.094036308,0.276939511,0.053289122,0.305916095,2.502465451,1.567645488,1.274759179,0.195586566,1.230448921,0.011185488,0.09690758,0.977723605,0.934498451
Lake Wauwanoka,1,NLA06608-R775,2007,9,6,38.22821,-90.53646,5.316828,39.16514,2.514547753,1.041392685,0,0.364050941,0.041392685,0.041392685,1.471326336,1.297582381,0.447951135,0.359762651,2.106666762,1.883897934,1.354444599,1.156100997,0.96161328,1.030147383,1.136114668,1.052460768,1.091902151,1.008000176,0.507297477,0.720599562,0.583604797,0.758527289,1.201490576,1.086176048,0.199004554,0.162429282,0.052200111,0.456338726,1.340550212,0.214849829,0.194337953,0.085425487,0.058219245,0.030972986,0.213955189,0.403933302,0.342228209,0.534585495,1.710059804,1.948602517,1.587866184,3.510679273,0.07473705,0.131910314,0,0.131910314,2.389166084,1.58097257,1.121649992,0.197532354,1.462397998,0.002896868,0.03861834,1.10720997,0.803457116
Box Butte Reservoir,1,NLA06608-R784,2007,9,20,42.45837,-103.1164,3824.425,617.2867,2.897627091,1.505149978,0,1.085257389,0.041392685,0.041528638,1.555145254,1.377812026,0.153274601,0.108439385,1.225512939,1.3781767,1.237336092,0.952055939,0.712398816,1.002367821,0.755436378,0.750124766,0.431312289,0.367795957,0.489586289,0.661734852,0.452789173,0.003259698,0.013826011,0.010426447,0.927431695,0.833412512,0.422759262,0.336559138,0.856654797,0.169041247,0.257055299,0.57466344,0.434877405,0.30825025,0.000626347,0.001445463,0.001129683,0.002281187,2.018240448,1.47053209,1.974142285,4.869104941,0.001049736,0.096687584,0.204441248,0.267299413,1.307430582,1.09676067,1.698573758,0.247316409,1.836828639,0.006074198,0.057696114,0.653212514,0.889301703
Duck Lake,1,NLA06608-R788,2007,9,18,42.5433,-100.7275,13.22734,22.04202,3.501470072,2.813580989,0,1.078254124,0.041392685,0.041392685,1.485251822,1.285864357,0.22989538,0.14462937,1.490323752,1.717207092,1.272769587,1.025517512,0.698619822,0.919914481,0.860000923,0.943218815,0.447530899,0.489754496,0,0,0,0,0,0,0,0,0,0.408391915,0.002545113,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0.133177331,1.106783596,1.118803796,1.986771734,0.71380696,1.943221692,0.143325191,1.902230439,0,0.047215272,0.041392685,0.918030337
Goose Lake,1,NLA06608-R791,2007,9,19,41.77951,-102.4462,104.7228,81.16736,4.408901082,3.332034277,0,0.992352848,0.041392685,0.041392685,1.529159478,1.332252785,0.205826443,0.117121156,1.466740574,1.632706662,1.282346995,1.015506955,0.735743374,0.930180062,0.81711372,0.840570265,0.42572622,0.397669793,0.096337005,0.196053369,0.187017711,0,0,0,0.120144382,0.092239523,0.034253692,0.381787175,0.162327972,0.035205023,0.027636655,0.04773942,0.030452302,0.018516378,0,0,0,0,0.836052954,0.053875176,0.975892957,0,0,0.170377125,0.556829944,0.61116741,1.556302501,0.726564774,1.92936809,0.130103962,1.887972789,0.000501107,0.037953309,0,2.009663317
Hackberry Lake,1,NLA06608-R792,2007,9,19,41.73163,-102.4363,137.4581,132.2483,3.936915681,2.595496222,0,1.074069309,0.041392685,0.041392685,1.496842504,1.306537608,0.218415572,0.111205601,1.470759521,1.637067338,1.285557309,1.020639631,0.735743374,0.930180062,0.817929971,0.858001036,0.422954061,0.409874143,0.083810123,0.172898855,0.164738646,0,0,0,0.104879053,0.080197458,0.029520676,0.380682221,0.142516079,0.030345099,0.023793026,0.04122977,0.026228793,0.015917956,0,0,0,0,0.779513003,0.046181471,0.962780275,0,0,0.158843514,0.63999473,0.681847123,1.556302501,0.720886946,1.92065966,0.12912676,1.888966224,0.000410462,0.037953309,0,2.160168293
Island Lake,1,NLA06608-R796,2007,9,19,41.73475,-102.3975,6.669165,228.5925,3.899054068,2.695481676,0,1.126091452,0.041392685,0.041392685,1.502523938,1.311190608,0.214520523,0.112032032,1.47745886,1.66651536,1.303771926,1.048609196,0.735743374,0.930180062,0.822535897,0.890845939,0.416622037,0.430091188,0.469803876,0.738747769,0.71814347,0,0,0,0.544336023,0.456037876,0.215986601,0.44822545,0.659343767,0.220879468,0.180659331,0.281548049,0.195978036,0.127746526,0,0,0,0,1.671865041,0.411482562,1.4815097,0,0,0.301174833,0.970915403,1.0150621,1.556302501,0.676108036,1.869484191,0.113657993,1.892094603,0.002796076,0.037953309,0.041392685,2.00225248
Inks Lake,1,NLA06608-TX:10,2007,9,11,30.75182,-98.40886,76543.82,9132.196,2.88536122,1.806179974,0.000597428,0.056011572,0.046656795,0.049988754,1.525140212,1.447319466,0.218334223,0.221868171,1.770487493,1.858426324,1.401368312,1.244822183,0.911726508,1.028638425,0.82579696,0.849371313,0.567833357,0.580048207,0.357188301,0.989970708,0.860024124,0.030106202,0.177467507,0.139613275,0.767410698,0.688414949,0.295235064,0.347103515,0.623829935,0.397537141,0.276109195,0.43971293,0.32324207,0.216814219,0.00472987,0.022026453,0.017302713,0.034301395,2.105441305,0.568273496,1.81982682,5.142203715,0.003255829,0.048525645,0.041302083,0.085642437,1.011205479,1.529368911,1.467827849,0.333570071,1.303464116,0.014255056,0.068609222,0.919078092,1.538448052
Lake Cisco,1,NLA06608-TX:15,2007,9,8,32.44137,-98.99129,69.05408,100.4419,2.685741739,1.176091259,0,0,0.041392685,0.047193727,1.499692443,1.4259981,0.142325412,0.21809232,1.666354153,1.995058121,1.410840476,1.258879022,0.907537653,0.991476831,0.893994544,0.987634407,0.596702303,0.674541867,0.015365596,0.597226934,0.656718622,0.019730069,0.197532388,0.156125803,0.913674949,0.812187132,0.432686819,0.405269821,0.888154282,0.182814053,0.192273697,0.554194342,0.41820716,0.292950258,0.003252047,0.025168295,0.019786018,0.039116917,2.232005865,1.334188662,1.875048802,5.623093687,0.012424382,0.089390387,0,0.089390387,1.524337553,1.555966098,1.448166356,0.278174461,0.901818372,0.003906804,0.047239631,1.064457989,0.665580991
Lake Jacksonville,1,NLA06608-TX:19,2007,9,15,31.91715,-95.29371,102.1602,481.4393,3.029383778,1.86332286,0,0,0.041392685,0.0571778,1.492243257,1.383746986,0.428313337,0.371685784,1.702275404,2.160738568,1.435079538,1.291244939,1.021961656,1.061463412,1.05073424,1.050660043,0.97719033,0.918145556,0.060162536,0.883241773,0.907515881,0.217057438,0.728473774,0.630290808,1.171201469,1.089061584,0.550952462,0.379183063,1.252000922,0.338979307,0.366697383,0.817124432,0.651439113,0.488786374,0.044337242,0.161184374,0.130682251,0.23296846,2.348030372,2.216580393,2.477811294,6.03920211,0.008381848,0.8648258,0.022992937,0.868037309,2.3243331,1.550276656,1.560043782,0.150657624,1.466724721,0.026379673,0.049416265,1.10720997,0.974511693
Lake Murvaul,1,NLA06608-TX:22,2007,9,17,32.04443,-94.46405,298.6068,1426.252,2.413299764,1.079181246,0,0,0.041392685,0.0589477,1.491085899,1.380602835,0.476693554,0.406406125,1.732474177,2.059796216,1.429130908,1.286424806,1.120965278,1.155080852,1.081813402,1.044678493,1.016378272,0.920914827,0.04935668,0.922572151,0.910931516,0.091660118,0.290319536,0.234153303,1.208737348,1.10813126,0.637872895,0.368429513,1.143416251,0.364715163,0.336353921,1.005116552,0.822162307,0.651142076,0.014125836,0.040584807,0.032025274,0.062483975,2.461476358,2.441402489,2.756737894,6.117320243,0,0.769905943,0.058549358,0.780424348,2.454040759,1.493422328,1.488954357,0.225099554,1.341390497,0.038004264,0.059769763,0.681241237,2.044657333
O C Fisher Lake,1,NLA06608-TX:27,2007,9,6,31.49062,-100.5099,3873.047,919.8788,2.970346876,1.84509804,0,0.025366797,0.041392685,0.04141132,1.525962596,1.446411023,0.212428797,0.246585653,1.464676251,1.817936113,1.398534585,1.239913065,0.957396553,1.103892623,0.782169587,0.804141409,0.509810378,0.538304478,0.014261863,0.411257938,0.216980106,0.021929719,0.184781354,0.145616587,0.711065104,0.634463596,0.262770151,0.354148715,0.601582442,0.110053,0.217134729,0.395910993,0.288442021,0.189064791,0.002962311,0.023272921,0.018287478,0.036214102,1.958283319,1.142641063,1.683161569,4.815562757,0.000458481,0.030420105,0.06766329,0.093824041,0.023349094,1.528399307,1.296000345,0.314881639,1.376163842,0.002348333,0.051839119,0.681241237,1.13289977
Stillhouse Hollow Lake,1,NLA06608-TX:29,2007,9,13,31.00351,-97.60912,3400.416,2660.163,2.489958479,0.954242509,0,0.007605291,0.041392685,0.08185948,1.50898828,1.438412595,0.307864497,0.252787445,1.920686917,2.042505815,1.425991586,1.28717603,0.904921016,0.989695374,0.948916416,0.964699408,0.730832079,0.708574363,0.012487732,0.486514892,0.611821492,0.09149741,0.335180098,0.272783586,0.581948163,0.491739262,0.234590897,0.385785101,0.744711744,0.137257404,0.217511004,0.296996829,0.208788549,0.134884458,0.028066942,0.048904222,0.038667053,0.074920472,2.120058442,0.999720723,1.583812929,5.294260868,0.004448318,0.157376386,0,0.157376386,1.862868379,1.565226861,1.228620268,0.402487142,1.484042996,0.001858177,0.076522348,1.423245874,0.689308859
Wright Patman Lake,1,NLA06608-TX:30,2007,9,18,33.24998,-94.33242,8841.515,11936.46,3.156549151,2.260071388,0,0.002967141,0.059625585,0.072153393,1.495703041,1.393521856,0.336254146,0.349947398,1.983395369,2.057854308,1.413554062,1.268924848,1.053577787,1.092675038,1.081576998,1.044596199,0.951545872,0.848532167,0.275639623,1.160304585,1.107495934,0.074464734,0.316397122,0.256541899,1.349185222,1.241851861,0.770335333,0.367039268,1.253862813,0.526160225,0.397325526,1.090333803,0.905764999,0.721210238,0.011286325,0.045357288,0.035832227,0.069632673,2.526821088,2.556989888,2.954729803,6.219340549,0.007890425,1.006037319,0.227752074,1.034606855,2.527097579,1.63978402,1.269914156,0.333158029,1.192963189,0.060736484,0.061734931,0.447158031,1.909020854
Choke Canyon Reservoir,1,NLA06608-TX:5,2007,9,5,28.50312,-98.38997,14220.03,11458.43,2.835056102,1.875061263,0,0,0.051363365,0.055620146,1.484090046,1.442656743,0.329399303,0.270057176,1.920467598,2.004950859,1.430613073,1.31798315,1.114764061,1.147204681,0.911394035,0.92899674,0.66897368,0.680624463,0.218386105,0.782415712,0.875220719,0.021523682,0.127201762,0.09885781,0.828132121,0.734431477,0.362937977,0.359787618,0.898368007,0.273091562,0.243845109,0.491478493,0.364183563,0.252316889,0.003258107,0.014984948,0.011750889,0.023440536,2.204188011,1.054428149,1.841537811,5.538471319,0.004557615,0.4344199,0.086033891,0.468074211,1.67053506,1.56421322,1.393597261,0.412900135,1.526219579,0.020047725,0.053280592,1.176091259,1.207365037
Holt Lock and Dam,2,NLA12_AL-101,2012,5,24,33.29204144,-87.3913824,10931.76757,1301.87197,2.704150517,1.491361694,0.004362175,0.001822901,0.061384809,0.077494853,1.461417259,1.357576628,0.554941285,0.459726804,2.078674561,2.08622553,1.363459784,1.264602135,1.289562194,1.198356003,1.164243314,1.028092439,1.171039665,0.816669548,0.29708573,0.756970752,0.720118919,0.249209882,0.683696466,0.588254503,1.160498732,1.029388004,0.678600366,0.424776664,1.199190096,0,2.29627E-11,0.000230921,0.000154955,7.59926E-05,1.34438E-06,1.1971E-05,3.07492E-06,1.26318E-05,0.014277242,0.000394601,0.881628092,0.01328014,0.006036196,0.328737767,0.014479793,0.335590342,2.806640176,1.430775727,1.525428706,0.204114653,1.544535343,0.019245177,0.059521545,0.800007157,1.273232834
George Lake,2,NLA12_AL-102,2012,7,17,34.22781586,-86.84344912,12.29104177,72.95042027,2.591064607,1.113943352,0,0,0.041392686,0.056587269,1.511830751,1.3711588,0.276407519,0.346734052,2.329275817,2.089545994,1.439411636,1.245615471,1.25241609,1.170232364,1.217934653,1.111240917,1.198503479,0.790115497,0.596203555,1.140908797,1.055746877,0.258188355,0.917922746,0.810696178,1.507053279,1.369214893,0.988585762,0.478085287,1.50491957,0.437992011,0.000390625,1.407321227,1.211755831,1.011236143,0.085238818,0.178152848,0.144948004,0.255542314,2.867483074,3.379660633,3.49751879,7.098834256,0.033974428,0.196236814,0,0.196236814,2.813866698,1.437347616,1.556586239,0.204278381,1.51851394,0.031669481,0.06116851,0.905369753,1.041392685
Logan Martin Lake,2,NLA12_AL-103,2012,7,19,33.7624784,-86.05315833,20059.22454,10363.25848,2.653212514,1.755874856,0,0.012619274,0.065097526,0.064237009,1.49322107,1.350008747,0.432374522,0.486647323,2.169704812,2.007033469,1.445752524,1.248331332,1.220931414,1.143779609,1.210605647,1.014558429,1.194375345,0.668448411,0.33715806,0.806041252,0.678518102,0.109486017,0.748459464,0.649136497,1.146563994,0.99910316,0.701972959,0.380175269,1.158818644,0.266546926,1.19147E-07,1.213378665,1.016445612,0.84253619,0.02846231,0.166040301,0.134755617,0.239458384,2.485474201,2.940457074,3.04237998,6.266305868,0.014185102,0.272633987,0.032772983,0.290434835,2.803974068,1.502079728,1.464402311,0.162720434,1.696093791,0.021743109,0.065762528,0.419129308,1.51851394
Demopolis Lake,2,NLA12_AL-104,2012,7,23,32.51586852,-87.86108477,39858.51147,4731.474336,2.537819095,1.579783597,0,0.001489684,0.065030583,0.072207138,1.488664506,1.366565833,0.34468194,0.436312438,2.232161316,2.066499483,1.456395321,1.272782592,1.215663997,1.134659392,1.079960215,0.961666623,1.065878214,0.753803583,0.651733031,1.00920512,0.7449,0.129856573,0.485576589,0.405964432,0.967715117,0.858308685,0.486766229,0.416809622,0.926956501,0.376169906,5.95394E-08,0.848159924,0.678180422,0.516302164,0.045973439,0.082621943,0.065843588,0.124183027,2.443471496,1.77764455,2.288217771,5.905584421,0.011484499,1.009351578,0.213019067,1.035461227,2.784063859,1.467574223,1.507764494,0.202672798,1.570091136,0.025315895,0.060910789,0.978346548,0.997624637
Emmit Wood Lake,2,NLA12_AL-105,2012,5,23,31.62154629,-88.35373896,2.347797079,32.56146308,3.267406419,2.029383778,0,0,0.041392686,0.045257765,1.477349185,1.378521886,0.255557376,0.520413898,1.898889653,2.044717742,1.39022837,1.304486037,1.106105864,1.040807965,0.998960979,0.893360039,0.967345269,0.727955344,0,0,0,0.026352462,0.314718744,0.255095364,0,0,0,0.503592494,0.333580431,0,0,0,0,0,0.006625122,0.023196201,0.018226758,0.03609632,0,0.112857272,0.892201467,0,0.154131566,0.217968108,0,0.217968108,2.743509765,1.376930781,1.650275968,0.112249194,1.543592001,0.001076076,0.054486273,0.317764953,1.960375631
Shepherds Lake,2,NLA12_AL-112,2012,7,22,33.36486204,-88.16688028,1.239700314,5.55544262,2.579783597,1.531478917,0,0,0.041392686,0.041392686,1.465218864,1.35494741,0.327560055,0.464398002,2.3128541,2.059355114,1.459467884,1.282112083,1.136752273,1.088214082,1.055753958,0.909697786,1.041676397,0.731435563,0,0,0,0.116176876,0.379183477,0.311194648,0,0,0,0.610820409,0.440670573,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0.25665446,0.178290223,0,0.178290223,2.773054693,1.416806872,1.62211036,0.075546961,1.653212514,0,0.05821262,0.190331698,1.016476194
Salco Lake,2,NLA12_AL-113,2012,8,8,30.97184148,-88.0527428,39.00989375,29.40501835,2.396199347,1.447158031,0,0,0.291368855,0.323045738,1.479338355,1.381432522,0.503651306,0.500624848,2.519368519,2.131668107,1.444864182,1.323075838,1.127399632,1.060803568,1.024515533,0.926746144,1.036846573,0.813541255,0.51763276,0.69543169,0.624219423,0.114348081,0.504103369,0.422715321,0.904939626,0.820460293,0.38385197,0.399131395,1.02745699,0.142971495,0.000262688,0.462937634,0.347256833,0.225045692,0.048225866,0.065088231,0.051660281,0.098785964,2.56364974,1.04184141,1.587162422,6.189545886,0,0.907539357,0.153656816,0.92976945,2.904715545,1.319308079,1.656379904,0.230255688,1.682508879,0.003031271,0.053646967,-0.079181246,0.356025857
Lees Lake,2,NLA12_AL-114,2012,7,26,33.88200988,-85.9316179,3.313058203,18.10471487,2.7084209,1.799340549,0,0,0.094296396,0.056110459,1.508131903,1.367108798,0.35104114,0.420430077,2.135720849,2.024928422,1.459693972,1.26483257,1.323779941,1.224768673,1.132540403,0.990654473,1.119696234,0.663935696,0.34226826,0.802010311,0.762851194,0.527546271,1.199076387,1.083811571,1.074827017,0.951875925,0.594304112,0.569795371,1.42837614,0.179239258,0.000622907,0.855201644,0.679046761,0.530065583,0.202019752,0.310570663,0.259105161,0.423223167,2.563062988,2.444496653,2.382446664,5.647077185,0.114561062,0,0.022977825,0.022977825,2.806179974,1.592738818,1.363150683,0.157301811,1.643452676,0.03281922,0.124373661,0.079181246,1.267171728
NO NAME,2,NLA12_AL-R03,2012,7,18,33.32192301,-85.81071637,9.474173245,22.42053898,2.103803721,1.505149978,0,0,0.041392686,0.073061219,1.504401294,1.35362397,0.397084256,0.469865483,1.744292983,2.008841378,1.439016721,1.254316401,1.323779941,1.224768673,1.154709346,0.956630053,1.19196885,0.713756318,0.017514415,0.337896977,0.36457047,0.009945486,0.070144331,0.053719532,0.863223896,0.755702621,0.415072935,0.29558068,0.784171551,0.071947849,0.000114662,0.670719977,0.519251754,0.376485896,0.003378059,0.007783988,0.006093121,0.012233157,2.218686359,1.515382358,1.913234876,5.338911944,0.043597579,0.068582907,0,0.068582907,2.732040486,1.405598984,1.601576445,0.161417245,1.72427587,0.005621017,0.057313862,0.553883027,#DIV/0!
LAKE LURLEEN,2,NLA12_AL-R05,2012,7,21,33.28949519,-87.68596227,9.635398517,91.03472955,2.514547753,1.397940009,0,0,0.041392686,0.041392686,1.481318457,1.362804427,0.394506834,0.464764655,2.190800762,2.039736253,1.462529015,1.290366237,1.323779941,1.224768673,1.029683576,0.899176361,1.072550603,0.753820293,0.04141347,0.1456421,0.066914206,0.065062977,0.316413661,0.256556255,0.203093103,0.17263184,0.044587672,0.497684756,0.414508398,0,0,0,0,0,0.013464554,0.029353869,0.023100095,0.045503592,0,0.155418694,0.903465242,0,0,0.341529405,0,0.341529405,2.814840127,1.416806872,1.62211036,0.075546961,1.625421627,1.01403E-05,0.064037718,0.492915522,#DIV/0!
Ferguson Lake,2,NLA12_AR-101,2012,7,23,34.53435079,-92.26882632,57.20321736,105.7849996,2.96425963,1.949390007,0,0,0.041392686,0.055027748,1.547183372,1.364100227,-0.187349781,0.396655748,1.556513558,2.0297016,1.490327262,1.283941644,1.126209368,1.015688279,1.020319765,0.969516186,0.79456702,0.648272751,0.157361209,0.289736691,0.242826533,0.407982104,0.685032588,0.589505032,0.04118072,0.032857214,0.008970958,0.389115055,0.82722599,0.060007675,5.40584E-06,0.026724479,0.016577284,0.010537255,0.063045132,0.135741788,0.109461445,0.198550534,0.707411785,0.653115685,1.012866652,0,0.022197247,0.932033434,0.116722541,0.947417605,2.673657656,1.427707211,1.520008461,0.224566978,1.421565882,0.000978647,0.055523549,#NUM!,1.608312043
