Farm_name,City,State,Last_updated,Association_memberships,farm_count,Naturally_grown,GAP_cert,Cert_organic,Cert_natgrown,IPM,ROP_cert,Demeter_cert,animal_welfare,grass_fed,conventional,transitional,kosher,halaal
Peace and Carrots Farm,Chester,New York,1/8/2018,,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Peace by Piece Farm on Boyd Run,Waterford,Pennsylvania,1/27/2017,"
Pasa Sustainable Agriculture ()
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Peace of Earth Farm,Albany,Vermont,3/17/2015,"
Northeast Organic Farming Association (NOFA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Peace of Prairie Organic Farm,Muskogee,Oklahoma,9/24/2017,,1,1,0,1,0,0,0,0,0,1,0,0,0,0
PeaceMob Gardens,Flint,Michigan,9/19/2012,,1,1,0,0,1,0,0,0,0,0,0,0,0,0
PeaceWeaver Organic Farm CSA,Bath,New York,4/24/2022,"
Northeast Organic Farming Association (NOFA)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Peaceful Acres Farm, LLC",Glenwood,Maryland,3/5/2012,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Peaceful Acres Lavender Farm,Martinsville,Ohio,2/24/2015,,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Peaceful Belly,Boise,Idaho,2/10/2015,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Peaceful Hills Farm,Grain Valley,Missouri,11/18/2021,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Peaceful Meadows Farm,Marshville,North Carolina,9/6/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peaceful Pastures Farm,Zephyrhills,Florida,3/24/2016,"
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Peaceful Pastures Farm,Rockwood,Pennsylvania,2/18/2010,,1,1,0,0,0,0,0,0,0,1,0,1,0,0
Peaceful Pines Farm,PINE CITY,Minnesota,12/21/2018,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Peaceful Prairie Ranch,Prescott Valley,Arizona,10/27/2017,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Peaceful Produce,Carp Lake,Michigan,3/22/2016,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Peaceful Valley Alpines,Salix,Pennsylvania,3/22/2016,,1,1,0,0,0,0,0,0,1,1,0,0,0,0
Peaceful Valley Farm,Linville,Virginia,3/30/2012,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Peaceful Valley Farm,petoskey,Michigan,5/8/2020,"
Michigan Agricultural Environmental Assurance Program (MAEAP)
Michigan Farmers Market Association (MIFMA)
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Peaceful Valley Honey,Mocksville,North Carolina,1/30/2013,"
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Peacefully HomeGrown,Pelham,North Carolina,12/20/2017,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Peacefully Organic Produce, LLC",Westport,Wisconsin,2/15/2014,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Peach Blossom Fruit Stand,Blythe,California,11/1/2010,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peach Hill Orchard,Martinsburg,Pennsylvania,3/1/2015,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Peach Ridge Farms,Grand Rapids,Michigan,3/9/2014,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Peach Valley CSA,Silt,Colorado,2/18/2013,,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Peachtree Gardens and Farm,Cocoa,Florida,5/7/2017,,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Peachy Page Farm,Scurry,Texas,10/23/2017,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Peacock Family Farm,Augusta,Kansas,5/26/2022,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Peacock Farm,Higginsville,Missouri,9/7/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peak Season CSA,Traverse City,Michigan,1/12/2018,"
Michigan Agricultural Environmental Assurance Program (MAEAP)
",1,0,1,0,0,1,0,0,0,0,0,0,0,0
Peak View Farm LLC,Seymour,Missouri,7/22/2015,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pear Tree Hill Farm,Radford,Virginia,2/21/2015,"
Virginia Association for Biological Farming (VABF)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pearce Ranch Beef,Golden,Colorado,12/5/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearlgirlfarmer,Seneca,South Carolina,3/17/2022,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearly Gates Organic Soapery & Homestead,Kansas City,Missouri,3/19/2015,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearson Family Farm,Ramsey,Minnesota,6/2/2018,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearson Farm,Fort Valley,Georgia,4/17/2012,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Peas & Harmony Llc,Fair Oaks,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peasant Farming,Davenport,Florida,7/13/2018,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Peasant Milk,Chewelah,Washington,8/28/2012,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Peasants' Plot,Manteno,Illinois,11/18/2014,,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Pease Brook Farms,Lebanon,Connecticut,5/24/2012,"
Northeast Organic Farming Association (NOFA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pease's Produce Patch,Nokomis,Illinois,2/12/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peavine Poultry and Farm,Reno,Nevada,11/22/2013,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pebble Hall Wildflowers and Herbs,Weyers Cave,Virginia,3/24/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pec Farms,Bogalusa,Louisiana,2/21/2015,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pecan Hill Farm Market,Jasper,Texas,9/30/2014,"
Texas Organic Farmers & Gardeners Association (TOFGA)
",1,1,0,0,0,1,0,0,0,0,0,0,0,0
Pecan Point,Hurtsboro,Alabama,5/2/2014,"
Southern SAWG (SSAWG)
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Pecans & Alpacas Of Buttes Vista,Meridian,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peck-n-Coop Family Farm, LLC",Kenton,Ohio,2/1/2017,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Peconic Land Trust's Quail Hill Farm,Amagansett,New York,8/13/2015,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pedelty Lincoln Reds,Chatfield,Minnesota,4/24/2008,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Pedrozo Dairy & Cheese Co.,Orland,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedrozo Dairy and Cheese co,Orland,California,10/31/2017,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Pee Dee Ranch,Cheraw,South Carolina,9/10/2013,"
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,1,0,1,0,0
Peek Farms,Athens,Alabama,4/22/2019,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
PeekAboo Farm,China Spring,Texas,1/14/2015,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Pehling Bay Farm,Nicollet,Minnesota,4/17/2018,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pekarek's Produce,Dwight,Nebraska,3/11/2017,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pekel's Farm,Shelbyville,Michigan,4/5/2014,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pekin View Farm,North Ferrisburgh,Vermont,7/27/2020,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pemberley Farms,Omaha,Nebraska,5/11/2016,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pembroke Bakery,Fort Wayne,Indiana,7/16/2013,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pembrook Farms,Lowell,Indiana,4/25/2015,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Penddu Dorsets & More,Cameron,Missouri,11/30/2006,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Pendergrass Family Farms / New Hope Seed Co.,Bon Aqua,Tennessee,2/7/2020,,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Pendleton Ranch,Gainesville,Texas,2/4/2008,"
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Penn Farm,New Castle,Delaware,4/12/2021,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Penn's Corner Farm Alliance,Pittsburgh,Pennsylvania,8/23/2018,"
Pasa Sustainable Agriculture ()
Certified Naturally Grown (CNG)
Slow Food USA ()
",1,1,1,1,1,1,0,0,1,1,1,1,0,0
Pennick Farm,Gates,Oregon,11/7/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pennington Hollow Farm (CSA),Brookville,Indiana,1/7/2010,"
Certified Naturally Grown (CNG)
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Penny Pinchers Perennials,Butler,Pennsylvania,4/3/2015,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Penny's Pastured Poultry,Eustace,Texas,4/3/2020,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Penrod Farms,Camino,California,1/31/2016,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pensmore Pastured Chicken Eggs 417 616 3268,Highlandville,Missouri,3/17/2014,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
People's Farm,Tacoma,Washington,11/27/2018,"
Farmer Veteran Coalition (FVC)
",1,0,0,0,0,0,0,0,0,0,0,1,0,0
Peppadew Fresh Farms,Morganville,New Jersey,7/30/2013,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Pepper,RALEIGH,North Carolina,8/13/2020,"
Carolina Farm Stewardship Association (CFSA)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pepper Lane Ridge,Rockmart,Georgia,10/19/2020,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pepper Ranch Poultry,Petaluma,California,7/12/2014,"
Slow Food USA ()
American Pastured Poultry Producers (APPPA)
Farm and Ranch Freedom Alliance (FARFA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
PepperHarrow Farm,Winterset,Iowa,3/5/2013,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Peppers & More,Tulsa,Oklahoma,11/5/2018,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Peppertree Canyon,Cowan Heights,California,12/3/2020,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Percy Thomson Meadows,Bethlehem,Connecticut,1/6/2013,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Perdue Farm,Platte City,Missouri,4/16/2020,"
Certified Naturally Grown (CNG)
",1,1,0,0,1,0,0,0,0,1,0,0,0,0
Perennial Pastures,Rochelle,Virginia,2/15/2021,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Perennial Pastures Farm,Ogdensburg,New York,6/5/2017,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Perennial Plants,Knoxville,Maryland,6/15/2011,,1,1,0,0,1,0,0,0,0,0,0,1,0,0
Perennial Roots,Accomac,Virginia,3/30/2020,"
Virginia Association for Biological Farming (VABF)
Slow Food USA ()
Future Harvest (CASA)
Buy Fresh, Buy Local ()
The Livestock Conservancy ()
",1,1,0,0,1,1,1,0,0,1,0,0,0,0
Perez Farms,Watsonville,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Perfect Fit Farm,Corralitos,California,1/29/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Perfect Plants Nursery,Monticello,Florida,10/2/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Perkins' Good Earth Farm,DeMotte,Indiana,1/28/2021,"
Certified Naturally Grown (CNG)
National Young Farmers Coalition (NYFC)
",1,1,0,1,1,1,0,0,0,0,0,0,0,0
Permaculture Skills Center,Sebastopol,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Permaganic,Cincinnati,Ohio,5/24/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pernas Groves,Redland,Florida,8/14/2011,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Perrello Homestead,East Aurora,New York,7/9/2020,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Perry Hill Farm,Millbrook,New York,9/9/2019,"
Northeast Organic Farming Association (NOFA)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Perry's Berry's,Morganton,North Carolina,9/11/2014,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Perryfarms,Watkins Glen,New York,3/20/2017,,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Perryhill Produce,Buckingham,Virginia,3/8/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Perryville Farms,Phoenix,Arizona,5/20/2018,,1,1,0,0,0,0,0,0,0,1,1,1,0,0
Persephone Farm,Indianola,Washington,11/17/2019,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Persephone Market Garden,Park Head,Ontario,2/20/2015,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Perseverando Ranch,Clarksville,Texas,4/20/2015,,1,1,0,0,0,1,0,0,0,1,1,0,0,0
Persimmon Hill Farm,Pacolet,South Carolina,1/13/2009,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Persimmon Ridge Farm,Bedford,Indiana,8/5/2016,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Persimmon Ridge Farm,Berryville,Virginia,4/30/2016,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Persimmon Ridge Honey and Goat Farm,Williamsport,Tennessee,6/27/2016,,1,1,0,0,0,1,0,0,1,1,0,0,0,0
Persimmony Snickets,Lake Placid,Florida,8/24/2014,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Personal Fowl Farm,Castleton,Virginia,7/18/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Personius Family Farm,Anoka,Minnesota,1/24/2014,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Petal Fall Acres,Shoreham,Vermont,5/17/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Petal to the Metal Farm,Sutherlin,Oregon,8/19/2009,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Petals & Produce,Pinetown,North Carolina,8/25/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Petaluma Bounty Farm,Petaluma,California,12/9/2016,"
Community Alliance with Family Farmers (CAFF)
",1,1,0,0,1,0,0,0,0,0,0,0,0,0
Pete and Jen's Backyard Birds,Concord,Massachusetts,12/12/2012,"
Northeast Organic Farming Association (NOFA)
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Pete' s Greens,Craftsbury,Vermont,9/6/2012,"
Northeast Organic Farming Association (NOFA)
",1,0,0,1,0,0,0,0,0,1,0,0,0,0
Pete's Fine Swine,Alto,Michigan,5/15/2015,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pete's Poseys and Produce,Cookeville,Tennessee,5/16/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pete's Stand,Walpole,New Hampshire,5/29/2013,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Peter Worsley, Grower",Point Reyes Station,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter's Pumpkin's & Carmen's Corn,Shakopee,Minnesota,2/8/2013,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Peterman's Pastured Poultry,Philo,California,8/1/2009,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Peters Creek Farm, Ltd.",Dorset,Ohio,3/1/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peters Family Farms,Jerome,Idaho,7/31/2019,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peters Pumpkin Patch,Kaukauna,Wisconsin,8/27/2015,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Petersen Family Farm,Riverton,Utah,8/16/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peterson Pastured Products,Haddock,Georgia,3/18/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peterson's,Vero Beach,Florida,2/18/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peterson's Farm,Petaluma,California,8/9/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Petes Produce Farm at Westtown School,West Chester,Pennsylvania,3/30/2012,"
Pasa Sustainable Agriculture ()
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Petit Green Giants,HIGH POINT,North Carolina,2/4/2021,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Petit Jean Honey,Morrilton,Arkansas,9/28/2013,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Petit Teton Farm,Yorkville,California,2/9/2014,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Petrichor Gardens,Homewood,Alabama,11/17/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pettit Pastures LLC.,Milaca,Minnesota,12/31/2021,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Petty Ranch,Santa Paula,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pfeiler Family Farm, LLC",Raymore,Missouri,10/20/2020,"
Farmer Veteran Coalition (FVC)
",1,1,0,0,0,0,0,0,0,1,1,0,0,0
"Pfeister Farms, LLC",Kenton,Ohio,4/3/2015,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Phabulously Phresh,Reading,Michigan,7/15/2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheasant Fields Farm,Silverdale,Washington,1/24/2014,"
Chefs Collaborative ()
Tilth Alliance ()
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pheasant Hill Farm CSA,Mount Airy,Maryland,5/12/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheasant Hollow Farm,Williams,California,11/29/2011,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pheasant Ridge Farms,Fremont,Michigan,4/17/2014,,1,1,0,0,0,1,0,0,0,1,0,0,0,1
Pheasant Run Farm,Canby,Oregon,4/14/2011,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pheasantview Family Farm LLC,Fredericktown,Ohio,9/9/2015,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Phil Foster Ranches,San Juan Bautista,California,8/9/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Philantha,Boise,Idaho,2/24/2012,,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Phillies Bridge Farm Project,NEW PALTZ,New York,6/27/2019,"
Northeast Organic Farming Association (NOFA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Phillip Hamilton,atlanta,Texas,6/2/2018,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Phillips Egg Company,Rock Creek,Ohio,9/8/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillips Farm,Lebanon,Tennessee,7/28/2022,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillips Orchards and Cider Mill,Saint Johns,Michigan,3/3/2016,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Phillips Orchards and Cider Mill Gatehouse Market,Saint Johns,Michigan,3/30/2018,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Phillips Organic Farm,,North Carolina,4/22/2020,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Phillips Organic Farm,Ruther Glen,Virginia,1/21/2009,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Philsons Bushel and a Peck Farm,Mercer,Pennsylvania,4/2/2020,"
Pasa Sustainable Agriculture ()
Buy Fresh, Buy Local ()
",1,1,0,0,0,0,0,0,0,1,0,0,1,0
Phipps Country Store & Farm,Pescadero,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoenix Farm,Beech Island,South Carolina,10/16/2016,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Phoenix Farm,Cassville,Pennsylvania,3/30/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoenix Farm,Marlborough,New Hampshire,5/11/2020,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Phoenix Farm,Port Orchard,Washington,1/18/2016,"
American Pastured Poultry Producers (APPPA)
",1,1,0,0,1,0,0,0,0,1,0,1,0,1
"Phoenix Farm Enterprises, Inc.",Springfield,Oregon,3/29/2018,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Phoenix Farms,Bastrop,Texas,10/18/2012,"
Texas Organic Farmers & Gardeners Association (TOFGA)
Farm and Ranch Freedom Alliance (FARFA)
",1,1,0,0,0,1,0,0,0,0,0,0,0,0
Phoenix Farms,Rogersville,Alabama,11/1/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoenix Fruit Farm,Belchertown,Massachusetts,5/8/2020,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Phoenix Garlic Farm,Phoenix,New York,7/12/2006,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Phoenix Hill Farm,Boscawen,New Hampshire,3/19/2013,"
Northeast Organic Farming Association (NOFA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Phoenix Microgreens,Scottsdale,Arizona,3/4/2021,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Phoenix's Egg Farm,Portland,Oregon,2/4/2011,,1,1,0,1,0,0,0,0,0,1,1,0,0,0
Pi Farm LLC,Priest River,Idaho,10/3/2020,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Piazza Orchards,Stockton,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picabo Desert Farm,Richfield,Idaho,12/4/2017,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picha Farms,Puyallup,Washington,10/31/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pichas' Berry Farm and Pumpkin Patch (LLC),Puyallup,Washington,3/4/2013,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Pick-it Fresh Farm,Johnston,South Carolina,5/13/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pickerel Lake Farms,Rockford,Michigan,3/6/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picnic Rock Farms LLC,MEREDITH,New Hampshire,3/5/2018,,1,1,0,0,0,1,0,0,0,0,1,0,0,0
Pie Ranch,Pescadero,California,4/3/2020,"
California Certified Organic Farmers (CCOF)
Community Alliance with Family Farmers (CAFF)
Buy Fresh, Buy Local ()
",1,1,0,1,0,1,0,0,1,1,0,0,0,0
Pied Piper Maple Products,Preble,New York,3/31/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont Biofarm,Pittsboro,North Carolina,5/6/2010,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont Bison Ranch,Madison,North Carolina,8/16/2010,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont Farmstead,Dallas,North Carolina,6/4/2022,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Piedmont Produce,Piedmont,Alabama,1/10/2018,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Piedmont Produce,Monroe,North Carolina,4/9/2012,,1,1,0,0,0,1,0,0,0,0,1,0,0,0
Piedmont Ridge,White Hall,Maryland,1/17/2011,"
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Piemonte Farm,Greensboro,North Carolina,8/25/2017,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pierce Beef,Mount Horeb,Wisconsin,5/6/2020,,1,1,0,0,0,0,0,0,0,1,1,1,0,0
Pierce Family Farm,Orleans,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierce's Farm,Loomis,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierpont Farms,Columbia,Missouri,2/10/2014,"
Slow Food USA ()
National Farm To School Network (FTS)
",1,1,0,0,0,1,0,0,0,0,0,0,0,0
Pig & Leaf Farm,Summertown,Tennessee,4/7/2020,"
Certified Naturally Grown (CNG)
Association of Specialty Cut Flower Growers (ASCFG)
",1,0,0,0,1,0,0,0,0,1,0,0,0,0
Pig in the Patch Pork,LeSueur/St. Peter,Minnesota,2/18/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pig n Clover Farm,Red Bluff,California,1/15/2015,"
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,0,0,1,0,0
Pigasso Farms,Copake,New York,4/1/2013,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pigeon Roost Farm,Hebron,Ohio,6/30/2013,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Pigging Out On Pasture,Bogalusa,Louisiana,3/19/2015,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Piggott's Farm Market & Bakery,Benton Harbor,Michigan,11/13/2013,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Pike Valley Farm,Lancaster,Kentucky,1/5/2017,"
Southern SAWG (SSAWG)
Slow Food USA ()
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pilaroc Farms,Fayetteville,Tennessee,9/17/2019,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Pilgrims' Acres, LLC",Foristell,Missouri,3/15/2010,"
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pillar Point Fresh Fish,Half Moon Bay,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pilot Hill Produce,Pilot Hill,California,9/29/2017,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pilz Produce at Hillcrest,Penryn,California,8/9/2016,"
Community Alliance with Family Farmers (CAFF)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pin Oak Place,Harlan,Iowa,1/24/2014,,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Pinckney's Produce,Beaufort,South Carolina,1/23/2014,,1,1,0,0,0,1,0,0,0,0,1,0,0,0
Pine Apple Farm,Doylestown,Pennsylvania,11/23/2016,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pine Bluff Farms,Mount Vernon,Maine,9/10/2014,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pine Cone Enterprises,Guthrie Center,Iowa,6/6/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pine Creek Flowers,Chico,California,7/3/2018,,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Pine Crest Dairy and Beef,Cadillac,Michigan,10/10/2017,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pine Cross Farm,La Belle,Florida,3/24/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pine Dove Farm,Tallahassee,Florida,10/16/2018,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pine Fork Farm,Quinton,Virginia,2/17/2016,"
Virginia Association for Biological Farming (VABF)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Pine Hill Alpaca Farm, LLC",Sterling,Connecticut,10/22/2020,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pine Hill Farm,Dade City,Florida,5/1/2016,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
